,area_type,location,total_sqft,bath,balcony,price,bhk
8404,Super built-up  Area,other,1350.0,3.0,2.0,81.0,3.0
8405,Super built-up  Area,Whitefield,1836.0,3.0,2.0,125.0,3.0
8410,Super built-up  Area,6th Phase JP Nagar,1460.0,2.0,2.0,80.0,2.0
8412,Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2.0
8415,Super built-up  Area,Sarjapur  Road,1660.0,3.0,2.0,116.0,3.0
8419,Super built-up  Area,Kanakpura Road,1204.0,2.0,1.0,82.0,2.0
8421,Built-up  Area,Haralur Road,1056.0,2.0,1.0,65.0,2.0
8422,Super built-up  Area,Hebbal,985.0,2.0,2.0,62.0,2.0
8423,Super built-up  Area,Banashankari Stage V,1315.0,2.0,2.0,49.0,3.0
8424,Built-up  Area,KR Puram,734.0,2.0,1.0,22.0,2.0
8427,Built-up  Area,Singasandra,600.0,1.0,0.0,45.0,1.0
8429,Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2.0
8430,Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1.0
8431,Super built-up  Area,Yeshwanthpur,666.0,1.0,1.0,36.8,1.0
8433,Super built-up  Area,7th Phase JP Nagar,1174.0,2.0,1.0,47.0,2.0
8437,Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2.0
8440,Super built-up  Area,Banashankari,1000.0,2.0,1.0,50.0,2.0
8445,Super built-up  Area,Kanakpura Road,1703.0,3.0,2.0,130.0,3.0
8446,Super built-up  Area,Kaval Byrasandra,1125.0,2.0,1.0,41.5,2.0
8448,Super built-up  Area,Brookefield,1130.0,2.0,2.0,56.0,2.0
8450,Super built-up  Area,Hosa Road,1512.0,3.0,2.0,103.0,3.0
8451,Built-up  Area,Thanisandra,1491.0,3.0,1.0,88.0,3.0
8452,Super built-up  Area,Cox Town,1250.0,2.0,2.0,95.0,2.0
8453,Super built-up  Area,Banashankari,1650.0,3.0,2.0,90.75,3.0
8454,Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,1.0,48.7,2.0
8456,Super built-up  Area,Thanisandra,1881.0,3.0,2.0,95.0,3.0
8463,Built-up  Area,Gollarapalya Hosahalli,1345.0,3.0,2.0,60.0,3.0
8466,Super built-up  Area,Banashankari Stage II,1260.0,2.0,1.0,95.0,3.0
8468,Plot  Area,9th Phase JP Nagar,1200.0,2.0,0.0,80.0,2.0
8470,Super built-up  Area,other,600.0,1.0,0.0,45.0,1.0
8471,Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2.0
8473,Super built-up  Area,Hennur Road,973.0,2.0,1.0,56.0,2.0
8476,Super built-up  Area,Balagere,1007.0,2.0,1.0,75.0,2.0
8477,Super built-up  Area,Hosa Road,800.0,1.0,0.0,39.99,1.0
8478,Built-up  Area,Sarjapur  Road,1830.0,3.0,1.0,119.0,3.0
8479,Super built-up  Area,Nagavara,1077.0,2.0,1.0,50.0,2.0
8480,Plot  Area,other,672.0,1.0,1.0,27.0,1.0
8481,Plot  Area,other,1280.0,3.0,0.0,87.0,3.0
8483,Super built-up  Area,Kalena Agrahara,1000.0,2.0,2.0,33.0,2.0
8484,Super built-up  Area,CV Raman Nagar,1285.0,2.0,2.0,65.0,2.0
8485,Super built-up  Area,Thanisandra,662.0,1.0,1.0,29.0,1.0
8489,Super built-up  Area,Harlur,1754.0,3.0,2.0,132.0,3.0
8492,Super built-up  Area,other,1567.0,3.0,1.0,100.0,3.0
8495,Super built-up  Area,Bellandur,1150.0,2.0,1.0,69.44,2.0
8496,Super built-up  Area,Akshaya Nagar,1690.0,3.0,2.0,85.0,3.0
8498,Super built-up  Area,Karuna Nagar,1057.0,2.0,1.0,65.0,2.0
8499,Super built-up  Area,Hebbal,1320.0,2.0,1.0,91.0,2.0
8503,Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1.0
8505,Super built-up  Area,Panathur,1040.0,2.0,1.0,41.6,2.0
8507,Super built-up  Area,1st Block Jayanagar,1760.0,3.0,2.0,115.0,3.0
8510,Built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2.0
8513,Super built-up  Area,other,560.0,1.0,0.0,19.0,1.0
8514,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2.0
8520,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0
8523,Built-up  Area,Kudlu Gate,812.0,2.0,1.0,38.25,2.0
8524,Super built-up  Area,8th Phase JP Nagar,1504.0,2.0,2.0,83.0,3.0
8525,Super built-up  Area,Mahadevpura,1450.0,3.0,2.0,75.0,3.0
8526,Super built-up  Area,Kannamangala,957.0,2.0,2.0,54.5,2.0
8527,Carpet  Area,Attibele,460.0,1.0,1.0,13.0,1.0
8529,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2.0
8531,Super built-up  Area,Varthur Road,1033.0,2.0,2.0,32.0,2.0
8533,Plot  Area,other,520.0,2.0,0.0,29.0,1.0
8534,Super built-up  Area,OMBR Layout,1165.0,2.0,2.0,88.5,2.0
8535,Super built-up  Area,Gottigere,1280.0,2.0,1.0,61.0,2.0
8541,Super built-up  Area,other,1000.0,1.0,1.0,19.0,1.0
8548,Built-up  Area,Hennur Road,1255.0,2.0,1.0,84.0,2.0
8549,Super built-up  Area,Jalahalli,1035.0,2.0,1.0,31.05,2.0
8551,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3.0
8553,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.58,2.0
8554,Super built-up  Area,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2.0
8559,Built-up  Area,Akshaya Nagar,1000.0,2.0,1.0,38.0,2.0
8560,Super built-up  Area,7th Phase JP Nagar,1040.0,2.0,1.0,75.0,2.0
8562,Super built-up  Area,other,1477.0,2.0,2.0,75.0,3.0
8566,Super built-up  Area,other,1220.0,2.0,1.0,65.0,2.0
8568,Super built-up  Area,Electronic City,1355.0,2.0,1.0,97.6,2.0
8570,Super built-up  Area,Vijayanagar,1046.0,2.0,0.0,49.06,2.0
8571,Super built-up  Area,Bannerghatta Road,630.0,1.0,2.0,35.0,1.0
8572,Super built-up  Area,Pattandur Agrahara,1247.0,2.0,2.0,62.35,2.0
8575,Super built-up  Area,KR Puram,1120.0,2.0,2.0,36.0,2.0
8577,Super built-up  Area,Jakkur,1798.0,3.0,1.0,110.0,3.0
8579,Super built-up  Area,Kereguddadahalli,1000.0,2.0,1.0,34.0,2.0
8580,Super built-up  Area,Whitefield,1216.0,2.0,1.0,82.0,2.0
8581,Built-up  Area,Margondanahalli,900.0,2.0,0.0,65.0,2.0
8582,Built-up  Area,TC Palaya,1100.0,2.0,0.0,65.0,2.0
8583,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
8584,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,43.0,3.0
8587,Super built-up  Area,Whitefield,1564.0,3.0,1.0,103.0,3.0
8588,Super built-up  Area,other,1256.0,2.0,1.0,65.0,2.0
8589,Super built-up  Area,Kundalahalli,1047.0,2.0,1.0,89.0,2.0
8591,Super built-up  Area,Hoodi,1063.0,2.0,1.0,61.17,2.0
8593,Super built-up  Area,Garudachar Palya,1150.0,2.0,1.0,52.5,2.0
8594,Built-up  Area,Chandapura,450.0,1.0,1.0,9.0,1.0
8595,Built-up  Area,Ramamurthy Nagar,1360.0,2.0,0.0,45.0,2.0
8598,Super built-up  Area,Haralur Road,1810.0,3.0,2.0,100.0,3.0
8599,Super built-up  Area,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2.0
8600,Super built-up  Area,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3.0
8602,Super built-up  Area,Dommasandra,850.0,2.0,1.0,25.4,2.0
8603,Built-up  Area,Electronic City Phase II,1025.0,2.0,1.0,26.65,2.0
8604,Built-up  Area,Uttarahalli,980.0,2.0,1.0,45.0,2.0
8605,Super built-up  Area,other,1428.0,2.0,1.0,70.0,3.0
8606,Super built-up  Area,other,1130.0,2.0,2.0,74.0,2.0
8607,Super built-up  Area,Kanakpura Road,1592.0,3.0,2.0,125.0,3.0
8609,Super built-up  Area,other,1407.0,2.0,1.0,83.87,2.0
8611,Super built-up  Area,Whitefield,1585.0,3.0,1.0,84.0,3.0
8612,Built-up  Area,Jakkur,1785.0,3.0,2.0,130.0,3.0
8617,Super built-up  Area,other,1200.0,2.0,1.0,67.0,2.0
8618,Super built-up  Area,Akshaya Nagar,1113.0,2.0,1.0,52.0,2.0
8619,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2.0
8621,Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3.0
8623,Super built-up  Area,Kodichikkanahalli,1181.0,2.0,2.0,57.0,2.0
8625,Super built-up  Area,1st Phase JP Nagar,1200.0,2.0,2.0,86.0,2.0
8626,Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,2.0,55.47,2.0
8628,Super built-up  Area,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3.0
8629,Built-up  Area,other,1872.0,3.0,2.0,152.0,3.0
8632,Super built-up  Area,Talaghattapura,1040.0,2.0,1.0,33.28,2.0
8634,Super built-up  Area,Hennur,1020.0,2.0,1.0,48.0,2.0
8635,Super built-up  Area,other,1400.0,3.0,2.0,90.0,3.0
8637,Plot  Area,other,812.0,1.0,1.0,26.0,1.0
8638,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2.0
8643,Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2.0
8644,Built-up  Area,Kaval Byrasandra,1180.0,2.0,2.0,60.0,2.0
8647,Super built-up  Area,Channasandra,1010.0,2.0,1.0,36.0,2.0
8648,Built-up  Area,Marathahalli,1350.0,2.0,2.0,60.0,2.0
8649,Built-up  Area,Talaghattapura,1100.0,2.0,0.0,50.0,2.0
8651,Super built-up  Area,Raja Rajeshwari Nagar,1133.0,2.0,2.0,40.0,2.0
8652,Super built-up  Area,Thanisandra,1564.0,3.0,2.0,100.0,3.0
8653,Plot  Area,Doddaballapur,640.0,1.0,0.0,10.5,2.0
8657,Super built-up  Area,other,600.0,2.0,1.0,35.0,1.0
8659,Built-up  Area,other,700.0,2.0,1.0,35.0,2.0
8661,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.0,1.0
8665,Super built-up  Area,Kogilu,700.0,1.0,1.0,30.84,1.0
8666,Super built-up  Area,other,1000.0,2.0,1.0,51.0,2.0
8668,Super built-up  Area,other,1240.0,2.0,1.0,63.0,3.0
8670,Super built-up  Area,Yelahanka New Town,1400.0,2.0,2.0,80.0,3.0
8675,Plot  Area,other,1200.0,2.0,0.0,62.0,2.0
8679,Super built-up  Area,9th Phase JP Nagar,905.0,2.0,1.0,32.0,2.0
8680,Super built-up  Area,HAL 2nd Stage,1600.0,3.0,1.0,125.0,3.0
8681,Super built-up  Area,Chikkalasandra,1070.0,2.0,1.0,45.48,2.0
8683,Built-up  Area,Koramangala,1200.0,2.0,2.0,100.0,2.0
8686,Super built-up  Area,Old Airport Road,1145.0,2.0,2.0,75.0,2.0
8690,Built-up  Area,Whitefield,1558.0,3.0,2.0,90.0,3.0
8692,Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2.0
8693,Super built-up  Area,other,1054.0,2.0,1.0,53.0,2.0
8695,Super built-up  Area,Gollarapalya Hosahalli,996.0,2.0,2.0,49.0,2.0
8697,Plot  Area,NRI Layout,1250.0,2.0,0.0,75.0,2.0
8700,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
8701,Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2.0
8702,Super built-up  Area,other,1075.0,2.0,1.0,57.0,2.0
8703,Plot  Area,Mysore Road,1800.0,2.0,2.0,42.3,2.0
8708,Super built-up  Area,Harlur,1532.0,2.0,1.0,65.0,2.0
8709,Super built-up  Area,Hosa Road,1726.0,3.0,2.0,81.99,3.0
8711,Super built-up  Area,Chikkalasandra,1100.0,2.0,2.0,50.0,2.0
8713,Super built-up  Area,Hosa Road,840.0,2.0,1.0,28.0,2.0
8715,Super built-up  Area,CV Raman Nagar,1030.0,2.0,2.0,35.0,2.0
8716,Super built-up  Area,other,1499.0,3.0,2.0,89.0,3.0
8718,Built-up  Area,Munnekollal,1170.0,2.0,2.0,59.0,2.0
8722,Built-up  Area,other,1050.0,2.0,2.0,65.0,2.0
8724,Super built-up  Area,Varthur Road,552.5,1.0,0.0,13.26,1.0
8725,Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1.0
8726,Super built-up  Area,other,905.0,2.0,2.0,50.0,2.0
8729,Super built-up  Area,Kasturi Nagar,1101.0,2.0,2.0,66.0,2.0
8732,Super built-up  Area,other,1056.0,2.0,2.0,55.0,2.0
8734,Super built-up  Area,Electronics City Phase 1,1450.0,3.0,1.0,70.0,3.0
8735,Built-up  Area,Pai Layout,1000.0,2.0,2.0,34.0,2.0
8736,Super built-up  Area,Haralur Road,575.0,1.0,1.0,38.0,1.0
8739,Built-up  Area,other,1770.0,3.0,2.0,90.0,3.0
8741,Plot  Area,Anandapura,616.0,3.0,1.0,45.0,2.0
8742,Super built-up  Area,JP Nagar,745.0,1.0,0.0,34.27,1.0
8745,Super built-up  Area,Kudlu Gate,1547.0,2.0,2.0,103.0,2.0
8746,Super built-up  Area,Panathur,1713.0,3.0,1.0,120.0,3.0
8750,Super built-up  Area,other,1152.0,2.0,1.0,57.0,2.0
8751,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,46.75,2.0
8754,Super built-up  Area,Kannamangala,1865.0,3.0,1.0,139.0,3.0
8756,Super built-up  Area,Padmanabhanagar,1360.0,3.0,1.0,75.0,3.0
8759,Super built-up  Area,Budigere,1139.0,2.0,2.0,72.0,2.0
8765,Plot  Area,Margondanahalli,1100.0,2.0,1.0,55.0,2.0
8768,Super built-up  Area,Hosur Road,660.0,1.0,1.0,23.0,1.0
8771,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,83.0,2.0
8772,Super built-up  Area,Raja Rajeshwari Nagar,1550.0,3.0,1.0,86.8,3.0
8773,Super built-up  Area,Whitefield,1227.0,2.0,2.0,70.0,2.0
8774,Super built-up  Area,Sarjapur  Road,1059.0,2.0,2.0,68.0,2.0
8775,Built-up  Area,Electronic City Phase II,545.0,1.0,1.0,29.0,2.0
8776,Super built-up  Area,Mahadevpura,1152.0,2.0,1.0,54.0,2.0
8777,Super built-up  Area,Kenchenahalli,870.0,1.0,1.0,45.0,2.0
8778,Super built-up  Area,Panathur,1210.0,2.0,1.0,78.0,2.0
8779,Super built-up  Area,Thanisandra,663.0,1.0,0.0,46.1,1.0
8781,Built-up  Area,Kadubeesanahalli,1365.0,3.0,1.0,80.0,3.0
8782,Super built-up  Area,Whitefield,1704.0,3.0,1.0,120.0,3.0
8784,Super built-up  Area,Whitefield,1256.0,2.0,2.0,73.0,2.0
8785,Built-up  Area,Kengeri,883.0,2.0,0.0,49.0,2.0
8786,Built-up  Area,Bisuvanahalli,1080.0,2.0,1.0,45.0,3.0
8787,Super built-up  Area,Marsur,497.0,1.0,1.0,25.0,2.0
8788,Super built-up  Area,9th Phase JP Nagar,1073.0,2.0,1.0,52.36,2.0
8791,Built-up  Area,Thanisandra,662.0,1.0,0.0,45.0,1.0
8792,Super built-up  Area,other,1200.0,2.0,2.0,75.0,2.0
8795,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2.0
8797,Super built-up  Area,Kodigehaali,1324.0,3.0,2.0,65.0,3.0
8798,Super built-up  Area,Kothanur,1786.0,2.0,2.0,106.0,3.0
8799,Super built-up  Area,Harlur,1174.0,2.0,1.0,75.0,2.0
8800,Super built-up  Area,other,565.0,1.0,1.0,33.0,1.0
8801,Super built-up  Area,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3.0
8802,Built-up  Area,Electronic City,635.0,1.0,1.0,28.0,1.0
8807,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.4,2.0
8808,Built-up  Area,Bhoganhalli,1125.0,2.0,1.0,54.0,2.0
8811,Plot  Area,Kaggadasapura,1350.0,2.0,0.0,105.0,3.0
8812,Super built-up  Area,Domlur,1740.0,3.0,0.0,120.0,3.0
8813,Super built-up  Area,Bommasandra,877.0,2.0,1.0,29.0,2.0
8815,Super built-up  Area,Yelahanka New Town,450.0,1.0,1.0,15.0,1.0
8816,Plot  Area,other,1000.0,2.0,1.0,55.0,2.0
8817,Super built-up  Area,Whitefield,1300.0,2.0,2.0,78.0,2.0
8819,Super built-up  Area,Abbigere,985.0,2.0,1.0,40.39,2.0
8821,Super built-up  Area,other,1250.0,2.0,1.0,62.4,2.0
8823,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2.0
8827,Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3.0
8829,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,74.0,3.0
8830,Super built-up  Area,Sarjapur,535.0,1.0,1.0,20.0,2.0
8831,Super built-up  Area,Kanakapura,1120.0,2.0,2.0,39.2,2.0
8832,Super built-up  Area,Kenchenahalli,1150.0,2.0,2.0,60.0,2.0
8834,Super built-up  Area,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
8835,Super built-up  Area,Bhoganhalli,1444.0,2.0,1.0,75.97,2.0
8837,Carpet  Area,other,1100.0,2.0,2.0,70.0,2.0
8838,Super built-up  Area,Kodichikkanahalli,900.0,2.0,1.0,42.0,2.0
8841,Super built-up  Area,Bisuvanahalli,1180.0,2.0,1.0,55.5,3.0
8844,Super built-up  Area,2nd Phase Judicial Layout,1350.0,2.0,2.0,47.25,3.0
8845,Built-up  Area,other,420.0,1.0,1.0,23.5,1.0
8846,Super built-up  Area,Hennur Road,1832.0,3.0,1.0,116.0,3.0
8848,Built-up  Area,Vasanthapura,940.0,2.0,1.0,40.0,2.0
8850,Built-up  Area,Electronic City Phase II,1020.0,2.0,1.0,29.45,2.0
8852,Super built-up  Area,Raja Rajeshwari Nagar,1400.0,2.0,2.0,45.0,2.0
8854,Super built-up  Area,Tumkur Road,708.0,2.0,1.0,32.0,2.0
8855,Super built-up  Area,Channasandra,1123.0,2.0,1.0,36.0,2.0
8856,Super built-up  Area,Talaghattapura,1100.0,2.0,1.0,49.49,2.0
8857,Super built-up  Area,other,1225.0,2.0,2.0,71.05,2.0
8858,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,1.0,140.0,3.0
8859,Super built-up  Area,Kengeri Satellite Town,410.0,1.0,1.0,15.0,1.0
8862,Super built-up  Area,Gubbalala,1475.0,2.0,2.0,80.0,2.0
8863,Super built-up  Area,Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2.0
8864,Super built-up  Area,KR Puram,1150.0,2.0,1.0,42.0,2.0
8865,Super built-up  Area,Yeshwanthpur,1165.0,2.0,1.0,85.0,2.0
8866,Super built-up  Area,Harlur,1756.0,3.0,2.0,134.0,3.0
8867,Super built-up  Area,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2.0
8868,Super built-up  Area,Mahadevpura,1212.0,2.0,1.0,56.9,2.0
8869,Super built-up  Area,Doddathoguru,1140.0,2.0,2.0,26.49,2.0
8871,Super built-up  Area,Jalahalli East,775.0,1.0,0.0,34.1,1.0
8872,Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,118.0,3.0
8873,Super built-up  Area,other,1732.5,3.0,0.0,91.855,3.0
8874,Super built-up  Area,Raja Rajeshwari Nagar,1110.0,2.0,1.0,52.0,2.0
8875,Built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,28.88,2.0
8880,Super built-up  Area,Bhoganhalli,1205.0,2.0,2.0,64.47,2.0
8881,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2.0
8888,Super built-up  Area,Raja Rajeshwari Nagar,1580.0,3.0,1.0,83.74,3.0
8889,Super built-up  Area,Whitefield,1216.0,2.0,1.0,84.03,2.0
8890,Carpet  Area,Kanakpura Road,381.0,1.0,1.0,28.0,1.0
8892,Super built-up  Area,Hebbal,1040.0,2.0,1.0,55.0,2.0
8896,Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,65.0,3.0
8897,Super built-up  Area,Electronic City,1355.0,2.0,1.0,72.9,2.0
8906,Super built-up  Area,OMBR Layout,1101.0,2.0,2.0,66.0,2.0
8907,Super built-up  Area,Whitefield,1216.0,2.0,1.0,72.5,2.0
8910,Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3.0
8911,Super built-up  Area,Bannerghatta Road,1365.0,3.0,1.0,76.18,3.0
8912,Super built-up  Area,Hosa Road,1364.0,2.0,1.0,64.79,2.0
8913,Super built-up  Area,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2.0
8914,Super built-up  Area,7th Phase JP Nagar,1800.0,3.0,2.0,130.0,3.0
8915,Super built-up  Area,Kothannur,1350.0,2.0,2.0,42.0,2.0
8916,Super built-up  Area,Thanisandra,1573.0,3.0,2.0,98.0,3.0
8918,Super built-up  Area,Doddakallasandra,1072.0,2.0,1.0,42.87,2.0
8919,Built-up  Area,other,560.0,1.0,1.0,21.0,1.0
8921,Built-up  Area,Kudlu Gate,1336.0,2.0,1.0,86.0,2.0
8929,Super built-up  Area,Mallasandra,1565.0,2.0,2.0,69.0,2.0
8932,Super built-up  Area,Jalahalli,1057.0,2.0,1.0,34.71,2.0
8934,Super built-up  Area,Sarjapur,1044.0,2.0,2.0,34.0,2.0
8935,Built-up  Area,Domlur,1695.0,3.0,2.0,125.0,3.0
8937,Super built-up  Area,other,1140.0,2.0,2.0,56.0,2.0
8942,Built-up  Area,Varthur,1155.0,2.0,1.0,60.0,2.0
8943,Super built-up  Area,Bannerghatta Road,1115.0,2.0,2.0,78.0,2.0
8945,Super built-up  Area,NGR Layout,1020.0,2.0,2.0,48.45,2.0
8946,Super built-up  Area,other,1485.0,3.0,2.0,78.0,3.0
8948,Plot  Area,other,1350.0,2.0,0.0,45.0,1.0
8949,Super built-up  Area,other,1209.0,2.0,2.0,100.0,2.0
8950,Super built-up  Area,8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2.0
8951,Super built-up  Area,Yelahanka,1445.0,2.0,2.0,82.0,2.0
8953,Super built-up  Area,other,1500.0,3.0,1.0,95.0,3.0
8954,Super built-up  Area,Devarachikkanahalli,1705.0,3.0,2.0,75.0,3.0
8962,Super built-up  Area,Hoodi,1259.0,2.0,2.0,69.45,2.0
8963,Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,73.0,3.0
8965,Built-up  Area,Kudlu Gate,1919.0,3.0,2.0,121.0,3.0
8969,Super built-up  Area,other,1000.0,2.0,2.0,60.0,2.0
8970,Super built-up  Area,Raja Rajeshwari Nagar,1640.0,3.0,1.0,86.8,3.0
8973,Built-up  Area,Hennur,1640.0,3.0,2.0,120.0,3.0
8974,Super built-up  Area,9th Phase JP Nagar,1719.3,2.0,2.0,88.0,3.0
8976,Super built-up  Area,Kaggadasapura,1180.0,2.0,2.0,70.0,2.0
8977,Super built-up  Area,HBR Layout,1700.0,3.0,1.0,110.0,3.0
8981,Built-up  Area,Yelahanka,1225.0,2.0,2.0,62.0,2.0
8982,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,0.0,68.0,2.0
8989,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
8990,Super built-up  Area,Hormavu,765.0,2.0,1.0,37.49,2.0
8991,Super built-up  Area,Chamrajpet,730.0,1.0,2.0,52.0,2.0
8994,Super built-up  Area,Yelahanka New Town,500.0,1.0,1.0,18.0,1.0
8995,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2.0
8999,Built-up  Area,Hormavu,1668.0,2.0,2.0,120.0,3.0
9000,Super built-up  Area,Kenchenahalli,700.0,1.0,1.0,35.0,1.0
9002,Super built-up  Area,Kanakpura Road,700.0,2.0,1.0,41.0,2.0
9003,Super built-up  Area,Whitefield,1346.0,2.0,1.0,100.0,3.0
9004,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,47.0,3.0
9009,Built-up  Area,Kudlu,1076.0,2.0,1.0,50.0,2.0
9010,Super built-up  Area,Kengeri,1052.0,2.0,2.0,51.0,2.0
9011,Super built-up  Area,Channasandra,1000.0,2.0,2.0,35.0,2.0
9012,Built-up  Area,Bommasandra Industrial Area,1000.0,2.0,1.0,28.88,2.0
9013,Super built-up  Area,Thanisandra,1262.0,2.0,1.0,83.0,3.0
9014,Plot  Area,other,720.0,3.0,1.0,48.0,3.0
9015,Super built-up  Area,other,500.0,1.0,1.0,16.0,1.0
9018,Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,53.0,2.0
9021,Super built-up  Area,Old Madras Road,1157.0,2.0,2.0,47.32,2.0
9022,Super built-up  Area,other,648.0,1.0,1.0,34.0,1.0
9023,Super built-up  Area,Harlur,1197.0,2.0,1.0,78.0,2.0
9025,Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2.0,1.0,51.15,2.0
9028,Super built-up  Area,Uttarahalli,1175.0,2.0,2.0,47.0,2.0
9029,Built-up  Area,Basaveshwara Nagar,900.0,2.0,1.0,60.0,2.0
9031,Super built-up  Area,other,1720.0,2.0,2.0,126.0,3.0
9033,Super built-up  Area,Yelahanka,602.0,1.0,1.0,38.0,1.0
9036,Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,2.0,43.9,2.0
9039,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2.0
9040,Super built-up  Area,Marsur,720.0,2.0,1.0,32.0,3.0
9041,Super built-up  Area,Kasavanhalli,1476.0,3.0,0.0,105.0,3.0
9042,Super built-up  Area,Thanisandra,1056.0,2.0,2.0,65.0,2.0
9044,Super built-up  Area,EPIP Zone,1860.0,3.0,2.0,130.0,3.0
9045,Super built-up  Area,Gunjur,1063.0,2.0,2.0,40.0,2.0
9046,Super built-up  Area,Yelahanka,697.0,1.0,1.0,35.0,1.0
9050,Super built-up  Area,Bannerghatta Road,1532.5,3.0,0.0,79.465,3.0
9051,Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2.0
9055,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.4,2.0
9057,Super built-up  Area,Brookefield,1270.0,2.0,1.0,95.0,2.0
9058,Super built-up  Area,other,1100.0,2.0,1.0,61.0,2.0
9059,Super built-up  Area,Bellandur,1410.0,3.0,2.0,92.0,2.0
9064,Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2.0
9065,Super built-up  Area,Kaggadasapura,960.0,2.0,1.0,45.0,2.0
9069,Super built-up  Area,Magadi Road,750.0,2.0,1.0,27.0,2.0
9071,Super built-up  Area,other,535.0,1.0,1.0,35.0,1.0
9072,Super built-up  Area,Varthur,1035.0,2.0,1.0,60.0,2.0
9073,Built-up  Area,Bommasandra Industrial Area,1020.0,2.0,1.0,29.45,2.0
9074,Super built-up  Area,GM Palaya,1315.0,3.0,0.0,64.0,3.0
9076,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,48.0,3.0
9078,Plot  Area,Gottigere,1806.0,1.0,1.0,150.0,1.0
9079,Super built-up  Area,Marathahalli,1350.0,2.0,1.0,99.0,2.0
9081,Super built-up  Area,Sarjapur  Road,1929.0,3.0,1.0,103.0,3.0
9082,Super built-up  Area,Varthur,1100.0,2.0,2.0,72.0,2.0
9084,Super built-up  Area,Gubbalala,1223.0,2.0,1.0,42.81,2.0
9087,Super built-up  Area,Kasavanhalli,1158.0,2.0,2.0,67.0,2.0
9090,Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,75.0,2.0
9098,Super built-up  Area,other,1465.0,2.0,2.0,88.0,3.0
